X,Y,OBJECTID,SCHOOL_NAME,SCHOOL_TYPE,TYPE_DESC,GRADES,ADDRESS,CITY,ZIP,WEB_ADDRESS,PHONE,REGION,SCH_YR,CreationDate,Creator,EditDate,Editor
-77.09998086,38.74236733,4170,MOUNT VERNON WOODS,ES,Elementary School,K-6,4015 FIELDING ST,ALEXANDRIA,22309,https://mountvernonwoodses.fcps.edu/,7036192800,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14068738,38.74915253,4171,HAYFIELD,ES,Elementary School,K-6,7633 TELEGRAPH RD,ALEXANDRIA,22315,https://hayfieldes.fcps.edu/,7039247400,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.24035818,38.73918232,4172,NEWINGTON FOREST,ES,Elementary School,K-6,8001 NEWINGTON FOREST AVE,SPRINGFIELD,22153,https://newingtonforestes.fcps.edu/,7039232600,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.12387626,38.79030555,4173,BUSH HILL,ES,Elementary School,K-6,5927 WESTCHESTER ST,ALEXANDRIA,22310,https://bushhilles.fcps.edu/,7039245600,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14514049,38.78111767,4174,FRANCONIA,ES,Elementary School,K-6,6301 BEULAH ST,ALEXANDRIA,22310,https://franconiaes.fcps.edu/,7038222200,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1736262,38.90387412,4175,HAYCOCK,ES,Elementary School,K-6,6616 HAYCOCK RD,FALLS CHURCH,22043,https://haycockes.fcps.edu/,7035314000,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.25972733,38.84770871,4176,MANTUA,ES,Elementary School,K-6,9107 HORNER CT,FAIRFAX,22031,https://mantuaes.fcps.edu/,7036456300,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.15374128,38.86813581,4177,BAILEY'S UPPER,ES,Elementary School,5-Mar,6245 LEESBURG PIKE,FALLS CHURCH,22044,https://baileyses.fcps.edu/,7035032700,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14374981,38.72141886,4178,FORT BELVOIR PRIMARY,ES,Elementary School,K-2,5980 MEERES RD,FORT BELVOIR,22060,https://fortbelvoires.fcps.edu/,7037812700,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.40323286,38.94751424,4285,MCNAIR UPPER,ES,Elementary School,6-Mar,2410 FOX MILL RD,HERNDON,20171,https://mcnaires.fcps.edu/,7037934800,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.37449487,38.98571897,4179,HERNDON,HS,High School,12-Sep,700 BENNETT ST,BENNETT ST,20170,https://herndonhs.fcps.edu/,7033263100,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.16660815,38.95005384,4180,LANGLEY,HS,High School,12-Sep,6520 GEORGETOWN PIKE,MCLEAN,22101,https://langleyhs.fcps.edu/,7032872700,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.33933967,38.93246102,4181,SOUTH LAKES,HS,High School,12-Sep,11400 SOUTH LAKES DR,RESTON,20191,https://southlakeshs.fcps.edu/,7037154500,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.27935662,38.8958673,4182,MADISON,HS,High School,12-Sep,2500 JAMES MADISON DR,VIENNA,22181,https://madisonhs.fcps.edu/,7033192300,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.28270788,38.87725032,4183,OAKTON,HS,High School,12-Sep,2900 SUTTON RD,VIENNA,22181,https://oaktonhs.fcps.edu/,7039376100,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.18520966,38.92322497,4184,MCLEAN,HS,High School,12-Sep,1663 DAVIDSON RD,MCLEAN,22101,https://mcleanhs.fcps.edu/,7037145700,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.21269077,38.90605356,4185,MARSHALL,HS,High School,12-Sep,7731 LEESBURG PIKE,FALLS CHURCH,22043,https://marshallhs.fcps.edu/,7037145400,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.20742858,38.86151897,4186,FALLS CHURCH,HS,High School,12-Sep,7521 JAGUAR TRL,FALLS CHURCH,22042,https://fallschurchhs.fcps.edu/,7032074000,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14974971,38.85687901,4187,JUSTICE,HS,High School,12-Sep,3301 PEACE VALLEY LN,FALLS CHURCH,22044,https://justicehs.fcps.edu/,7038243900,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.20816131,38.82201961,4188,ANNANDALE,HS,High School,12-Sep,4700 MEDFORD DR,ANNANDALE,22003,https://annandalehs.fcps.edu/,7036424100,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.16901879,38.81855283,4189,THOMAS JEFFERSON,HS,High School,12-Sep,6560 BRADDOCK RD,ALEXANDRIA,22312,https://tjhsst.fcps.edu/,7037508300,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.13431391,38.78213655,4190,EDISON,HS,High School,12-Sep,5801 FRANCONIA RD,ALEXANDRIA,22310,https://edisonhs.fcps.edu/,7039248000,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.16988745,38.7803772,4191,LEWIS,HS,High School,12-Sep,6540 FRANCONIA RD,SPRINGFIELD,22150,https://lewishs.fcps.edu/,7039248300,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.07228212,38.77430484,4192,WEST POTOMAC,HS,High School,12-Sep,6500 QUANDER RD,ALEXANDRIA,22307,https://westpotomachs.fcps.edu/,7037182500,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14396093,38.75081432,4193,HAYFIELD,HS,High School,12-Sep,7630 TELEGRAPH RD,ALEXANDRIA,22315,https://hayfieldss.fcps.edu/,7039247400,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.09277251,38.72676431,4194,MOUNT VERNON,HS,High School,12-Sep,8515 OLD MOUNT VERNON RD,ALEXANDRIA,22309,https://mountvernonhs.fcps.edu/,7036193100,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.30187356,38.81593147,4195,ROBINSON,HS,High School,12-Sep,5035 SIDEBURN RD,FAIRFAX,22032,https://robinsonss.fcps.edu/,7034262100,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.26570715,38.80401451,4196,LAKE BRADDOCK,HS,High School,12-Sep,9200 BURKE LAKE RD,BURKE,22015,https://lakebraddockss.fcps.edu/,7034261000,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.24043383,38.78607325,4197,WEST SPRINGFIELD,HS,High School,12-Sep,6100 ROLLING RD,SPRINGFIELD,22152,https://westspringfieldhs.fcps.edu/,7039133800,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.41084411,38.82483668,4198,CENTREVILLE,HS,High School,12-Sep,6001 UNION MILL RD,CLIFTON,20124,https://centrevillehs.fcps.edu/,7035023500,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.23863714,38.71706409,4199,SOUTH COUNTY,HS,High School,12-Sep,8501 SILVERBROOK RD,LORTON,22079,https://southcountyhs.fcps.edu/,7034461600,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.40658478,38.88020699,4200,CHANTILLY,HS,High School,12-Sep,4201 STRINGFELLOW RD,CHANTILLY,20151,https://chantillyhs.fcps.edu/,7032228100,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.46513631,38.88556805,4201,WESTFIELD,HS,High School,12-Sep,4700 STONECROFT BLVD,CHANTILLY,20151,https://westfieldhs.fcps.edu/,7034886300,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.28642595,38.85986618,4202,FAIRFAX,HS,High School,12-Sep,3501 LION RUN,FAIRFAX,22030,https://fairfaxhs.fcps.edu/,7032192200,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.27589554,38.83891449,4203,WOODSON,HS,High School,12-Sep,9525 MAIN ST,FAIRFAX,22031,https://woodsonhs.fcps.edu/,7035034600,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.42545701,38.83749986,4283,MOUNTAIN VIEW,HS,High School,12-Sep,"5775 SPINDLE CT
",CENTREVILLE,20121,https://mountainviewhs.fcps.edu/,7032272316,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.08013148,38.7644477,4284,BRYANT,HS,High School,K-12,"2709 POPKINS LN
",ALEXANDRIA,22306,https://bryanths.fcps.edu/,7036602001,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.39181674,38.9681866,4204,HERNDON,MS,Middle School,8-Jul,901 LOCUST ST,HERNDON,20170,https://herndonms.fcps.edu/,7033263100,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.19206944,38.95229921,4205,COOPER,MS,Middle School,8-Jul,977 BALLS HILL RD,MCLEAN,22101,https://cooperms.fcps.edu/,7034425800,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3388423,38.93532863,4206,HUGHES,MS,Middle School,8-Jul,11401 RIDGE HEIGHTS RD,RESTON,20191,https://hughesms.fcps.edu/,7037153600,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.17470789,38.9096681,4207,LONGFELLOW,MS,Middle School,8-Jul,2000 WESTMORELAND ST,FALLS CHURCH,22043,https://longfellowms.fcps.edu/,7035332600,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.22515363,38.90402451,4208,KILMER,MS,Middle School,8-Jul,8100 WOLFTRAP RD,VIENNA,22182,https://kilmerms.fcps.edu/,7038468800,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.24054662,38.88873938,4209,THOREAU,MS,Middle School,8-Jul,2505 CEDAR LN,VIENNA,22180,https://thoreaums.fcps.edu/,7038468000,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.22912784,38.86829545,4210,JACKSON,MS,Middle School,8-Jul,3020 GALLOWS RD,FALLS CHURCH,22042,https://jacksonms.fcps.edu/,7032048100,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14098393,38.83763681,4211,GLASGOW,MS,Middle School,8-Jun,4101 FAIRFAX PKWY,ALEXANDRIA,22312,https://glasgowms.fcps.edu/,7038138700,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.18666281,38.82049469,4212,POE,MS,Middle School,8-Jun,7000 CINDY LN,ANNANDALE,22003,https://poems.fcps.edu/,7038133800,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.16332445,38.81524381,4213,HOLMES,MS,Middle School,8-Jun,6525 MONTROSE ST,ALEXANDRIA,22312,https://holmesms.fcps.edu/,7036585900,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.11400241,38.79024455,4214,TWAIN,MS,Middle School,8-Jul,4700 FRANCONIA RD,ALEXANDRIA,22310,https://twainms.fcps.edu/,7033133700,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1617579,38.78038244,4215,KEY,MS,Middle School,8-Jul,6402 FRANCONIA RD,SPRINGFIELD,22150,https://keyms.fcps.edu/,7033133900,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.07426978,38.74148583,4216,WHITMAN,MS,Middle School,8-Jul,2500 PARKERS LN,ALEXANDRIA,22306,https://whitmanms.fcps.edu/,7036602400,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.14422897,38.7495668,4217,HAYFIELD,MS,Middle School,8-Jul,7630 TELEGRAPH RD,ALEXANDRIA,22315,https://hayfieldss.fcps.edu/,7039247400,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.06212504,38.72912079,4218,SANDBURG,MS,Middle School,8-Jul,8428 FORT HUNT RD,ALEXANDRIA,22308,https://sandburgms.fcps.edu/,7037996100,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.30246564,38.81657761,4219,ROBINSON,MS,Middle School,8-Jul,5035 SIDEBURN RD,FAIRFAX,22032,https://robinsonss.fcps.edu/,7034262100,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.26611458,38.80232868,4220,LAKE BRADDOCK,MS,Middle School,8-Jul,9200 BURKE LAKE RD,BURKE,22015,https://lakebraddockss.fcps.edu/,7034261000,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.41758424,38.80541813,4221,LIBERTY,MS,Middle School,8-Jul,6801 UNION MILL RD,CLIFTON,20124,https://libertyms.fcps.edu/,7039888100,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.22446459,38.78173006,4222,IRVING,MS,Middle School,8-Jul,8100 OLD KEENE MILL RD,SPRINGFIELD,22152,https://irvingms.fcps.edu/,7039124500,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.24545292,38.72174917,4223,SOUTH COUNTY,MS,Middle School,8-Jul,8700 LAUREL CREST DR,LORTON,22079,https://southcountyms.fcps.edu/,7034461600,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4195824,38.92734135,4224,CARSON,MS,Middle School,8-Jul,13618 MCLEAREN RD,HERNDON,20171,https://carsonms.fcps.edu/,7039253600,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.42079411,38.90749497,4225,FRANKLIN,MS,Middle School,8-Jul,3300 LEES CORNER RD,CHANTILLY,20151,https://franklinms.fcps.edu/,7039045100,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.41004898,38.8741459,4226,ROCKY RUN,MS,Middle School,8-Jul,4400 STRINGFELLOW RD,CHANTILLY,20151,https://rockyrunms.fcps.edu/,7038027700,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.32722134,38.86049207,4227,KATHERINE JOHNSON,MS,Middle School,8-Jul,3801 JERMANTOWN RD,FAIRFAX,22030,https://johnsonms.fcps.edu/,7039342400,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.45481584,38.85752101,4228,STONE,MS,Middle School,8-Jul,5500 SULLY PARK DR,CENTREVILLE,20120,https://stonems.fcps.edu/,7036315500,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.27344627,38.83619475,4229,FROST,MS,Middle School,8-Jul,4101 PICKETT RD,FAIRFAX,22032,https://frostms.fcps.edu/,7034265700,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.07228212,38.77430484,4276,WEST POTOMAC HS - PULLEY CENTER,SEC,Special Education Center,N/A,6500 QUANDER RD,ALEXANDRIA,22307,https://pulleycenter.fcps.edu/,7037182700,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.21269077,38.90605356,4277,MARSHALL HS - DAVIS CENTER,SEC,Special Education Center,N/A,7731 LEESBURG PIKE,FALLS CHURCH,22043,https://daviscenter.fcps.edu/,7037145600,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.24539631,38.8839035,4278,CEDAR LANE SCHOOL,SEC,Special Education Center,N/A,101 CEDAR LN,VIENNA,22180,https://cedarlaneschool.fcps.edu/,7032082400,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.07067138,38.77878895,4279,QUANDER ROAD SCHOOL,SEC,Special Education Center,N/A,"6400 QUANDER RD
",ALEXANDRIA,22307,https://quanderroadschool.fcps.edu/,7037182400,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.27861332,38.78398517,4280,BURKE SCHOOL,SEC,Special Education Center,N/A,"9645 BURKE LAKE RD
9645 BURKE LAKE RD",BURKE,22015,https://burkeschool.fcps.edu/,7034267300,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty