"address","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","lon","lat","date","time_mil"
"2316 40th St NW, Washington, DC 20007","CE","GOOD",54,"GOOD","EK6780",FALSE,"WMEEJ3BA4DK625975",-77.07881,38.92134,2016-11-11 09:25:02,1478885102000
"7432 9th St NW, Washington, DC 20012, USA","CE","GOOD",50,"GOOD","R34157",TRUE,"WMEFJ5DA0GK139617",-77.02544,38.98079,2016-12-04 09:55:02,1480874102000
"1315-1317 Rhode Island Ave NW, Washington, DC 20005, USA","CE","GOOD",100,"GOOD","R33748",FALSE,"WMEEJ3BA4EK734955",-77.03107,38.90921,2016-11-30 07:20:02,1480519202000
"2840 28th St NW, Washington, DC 20008, USA","CE","GOOD",63,"GOOD","EW7210",FALSE,"WMEEJ3BA3EK770636",-77.05647,38.92755,2016-11-19 18:30:02,1479609002000
"4719 6th St NE, Washington, DC 20017, USA","CE","GOOD",15,"GOOD","EC6566",TRUE,"WMEFJ5DA1GK140291",-76.99907,38.94726,2016-11-11 12:00:02,1478894402000
"1524 A St NE, Washington, DC 20002, USA","CE","GOOD",53,"GOOD","R33795",TRUE,"WMEFJ5DA6GK139718",-76.9828,38.89102,2016-12-02 23:05:02,1480748702000
"1831 Gallaudet St NE, Washington, DC 20002, USA","CE","GOOD",39,"GOOD","FE7288",FALSE,"WMEEJ3BA5EK774008",-76.98681,38.91307,2016-11-21 01:15:03,1479719703000
"2100-2198 5th St NW, Washington, DC 20001, USA","CE","GOOD",50,"GOOD","EF6517",TRUE,"WMEFJ5DA7GK123866",-77.01899,38.91826,2016-11-13 10:25:02,1479061502000
"82 I St SE, Washington, DC 20003, USA","CE","GOOD",93,"GOOD","R34325",TRUE,"WMEFJ5DAXGK139348",-77.00488,38.87934,2016-11-23 07:25:03,1479914703000
"5109 F St SE, Washington, DC 20019, USA","CE","GOOD",60,"GOOD","EZ4211",FALSE,"WMEEJ3BA8EK766534",-76.92829,38.8815,2016-11-22 14:00:02,1479852002000
"2419-2439 39th St NW, Washington, DC 20007","CE","GOOD",78,"GOOD","EF6548",TRUE,"WMEFJ5DAXGK139382",-77.07701,38.92147,2016-11-09 17:50:02,1478742602000
"513-563 College St NW, Washington, DC 20059, USA","CE","GOOD",27,"GOOD","EZ4374",FALSE,"WMEEJ3BA6EK772221",-77.02031,38.92121,2016-11-14 17:20:02,1479172802000
"3206 11th Pl SE, Washington, DC 20032","CE","GOOD",59,"GOOD","R34428",TRUE,"WMEFJ5DA5GK125972",-76.99153,38.84365,2016-11-08 23:10:02,1478675402000
"5735 14th St NW, Washington, DC 20011, USA","CE","GOOD",27,"GOOD","R33750",FALSE,"WMEEJ3BA4EK734891",-77.03332,38.95977,2016-11-21 10:30:02,1479753002000
"2303 Ontario Rd NW, Washington, DC 20009, USA","CE","GOOD",45,"GOOD","EK6775",FALSE,"WMEEJ3BAXDK620554",-77.03975,38.92014,2016-11-19 03:15:02,1479554102000
"600 Farragut St NW, Washington, DC 20011, USA","CE","GOOD",48,"GOOD","EZ4224",FALSE,"WMEEJ3BA3EK764352",-77.02007,38.95098,2016-11-15 19:55:02,1479268502000
"415 20th St NE, Washington, DC 20002, USA","CE","GOOD",75,"GOOD","R34154",TRUE,"WMEFJ5DA7GK127481",-76.97618,38.89515,2016-12-02 09:20:03,1480699203000
"907 Quackenbos St NW, Washington, DC 20011","CE","GOOD",63,"GOOD","EZ4317",FALSE,"WMEEJ3BAXEK767295",-77.02727,38.96399,2016-11-10 01:25:02,1478769902000
"1125 4th St NE, Washington, DC 20002, USA","CE","GOOD",42,"GOOD","EU6661",FALSE,"WMEEJ3BA5EK748525",-77.00053,38.90445,2016-11-13 22:05:02,1479103502000
"5803 16th St N, Arlington, VA 22205, USA","CE","GOOD",46,"GOOD","EC6568",TRUE,"WMEFJ5DA7GK125343",-77.13843,38.88561,2016-11-25 16:35:02,1480120502000
"3212-3280 Fairfax Dr, Arlington, VA 22201, USA","CE","GOOD",48,"GOOD","EZ4324",FALSE,"WMEEJ3BAXEK762968",-77.09811,38.8855,2016-11-26 09:15:03,1480180503000
"3117-3119 38th St NW, Washington, DC 20016, USA","CE","GOOD",33,"GOOD","R34022",FALSE,"WMEEJ3BA1EK736775",-77.07445,38.93061,2016-11-11 13:10:02,1478898602000
"100-198 Massachusetts Ave NW, Washington, DC 20001","CE","GOOD",100,"GOOD","EW7157",FALSE,"WMEEJ3BA7EK764614",-77.01305,38.89898,2016-11-08 08:00:02,1478620802000
"801 Crittenden St NW, Washington, DC 20011, USA","CE","GOOD",60,"GOOD","EZ4354",FALSE,"WMEEJ3BA3EK773858",-77.02388,38.94729,2016-11-28 00:55:02,1480323302000
"4116 18th St NW, Washington, DC 20011, USA","CE","GOOD",33,"GOOD","EW7180",FALSE,"WMEEJ3BA9EK753517",-77.04131,38.94127,2016-11-29 11:20:02,1480447202000
"2052 West Virginia Ave NE, Washington, DC 20002, USA","CE","GOOD",43,"GOOD","R33794",TRUE,"WMEFJ5DA6GK140884",-76.98116,38.91467,2016-11-22 13:35:02,1479850502000
"1870-1874 California St NW, Washington, DC 20009","CE","GOOD",48,"GOOD","EU6689",FALSE,"WMEEJ3BA0EK763112",-77.0439,38.91786,2016-11-08 23:25:04,1478676304000
"20 Bryant St NW, Washington, DC 20001, USA","CE","GOOD",48,"GOOD","EZ4303",FALSE,"WMEEJ3BAXEK757267",-77.01005,38.92128,2016-12-02 21:30:02,1480743002000
"1873-1881 N Highland St, Arlington, VA 22201, USA","CE","GOOD",66,"GOOD","R34003",FALSE,"WMEEJ3BA6EK734052",-77.0943,38.89407,2016-11-19 00:05:03,1479542703000
"2416 10th St NE, Washington, DC 20018, USA","CE","GOOD",53,"GOOD","EF6573",TRUE,"WMEFJ5DAXGK139074",-76.9925,38.92213,2016-11-14 12:00:03,1479153603000
"2607 Monroe St NE, Washington, DC 20018, USA","CE","GOOD",56,"GOOD","R33798",TRUE,"WMEFJ5DA6GK125530",-76.96962,38.9331,2016-11-26 04:15:02,1480162502000
"906 I St NW, Washington, DC 20001, USA","CE","GOOD",60,"GOOD","EZ4232",FALSE,"WMEEJ3BA6EK766497",-77.02435,38.90093,2016-12-03 05:50:02,1480773002000
"3204-3206 Rowland Pl NW, Washington, DC 20008","CE","GOOD",42,"GOOD","EZ4368",FALSE,"WMEEJ3BA6EK775118",-77.06389,38.93799,2016-11-08 19:15:02,1478661302000
"5022 V St NW, Washington, DC 20007, USA","CE","GOOD",60,"GOOD","R34009",FALSE,"WMEEJ3BA7EK733752",-77.09801,38.91713,2016-11-21 08:05:02,1479744302000
"6235 North Dakota Ave NW, Washington, DC 20011, USA","CE","GOOD",33,"GOOD","R34010",FALSE,"WMEEJ3BAXEK733745",-77.01573,38.96592,2016-11-17 10:35:02,1479407702000
"5151-5299 36th St NW, Washington, DC, USA","CE","GOOD",53,"GOOD","EC6518",TRUE,"WMEFJ5DA8GK125867",-77.0686,38.95608,2016-11-26 16:00:02,1480204802000
"117 Varnum St NE, Washington, DC 20011, USA","CE","GOOD",84,"GOOD","FB1845",TRUE,"WMEFJ5DA0GK125314",-77.00472,38.94284,2016-11-17 01:05:02,1479373502000
"4600 S Four Mile Run Dr, Arlington, VA 22204, USA","CE","GOOD",96,"GOOD","R34051",FALSE,"WMEEJ3BA6EK733726",-77.10729,38.85526,2016-11-24 05:55:02,1479995702000
"5011 46th St NW, Washington, DC 20016, USA","CE","GOOD",90,"GOOD","EF6669",FALSE,"WMEEJ3BA4EK766885",-77.09057,38.95492,2016-11-23 18:15:02,1479953702000
"1210-1214 Meigs Pl NE, Washington, DC 20002, USA","CE","GOOD",42,"GOOD","EK6780",FALSE,"WMEEJ3BA4DK625975",-76.9856,38.90806,2016-11-11 21:10:03,1478927403000
"2315 S Grant St, Arlington, VA 22202, USA","CE","GOOD",54,"GOOD","R34050",FALSE,"WMEEJ3BA7EK737641",-77.05754,38.85313,2016-11-25 19:45:02,1480131902000
"1605 N Colonial Terrace, Arlington, VA 22209, USA","CE","GOOD",96,"GOOD","R34135",TRUE,"WMEFJ5DAXGK139933",-77.07632,38.89793,2016-11-14 17:45:02,1479174302000
"2229-2311 Virginia Ave NW, Washington, DC 20037, USA","CE","GOOD",100,"GOOD","EW7142",FALSE,"WMEEJ3BA0EK770769",-77.05044,38.89745,2016-11-15 11:10:02,1479237002000
"2-60 S George Mason Dr, Arlington, VA 22204","CE","GOOD",42,"GOOD","R34059",FALSE,"WMEEJ3BA1EK733293",-77.10713,38.8678,2016-11-11 00:05:02,1478851502000
"1360-1398 N Fort Myer Dr, Arlington, VA 22209, USA","CE","GOOD",30,"GOOD","EZ4246",FALSE,"WMEEJ3BAXEK770620",-77.07462,38.89016,2016-11-24 23:35:03,1480059303000
"1524 Newton St NW, Washington, DC 20010, USA","CE","GOOD",100,"GOOD","R34033",FALSE,"WMEEJ3BA4EK737418",-77.03596,38.93307,2016-11-23 03:30:02,1479900602000
"4537-4579 40th St NW, Washington, DC 20016, USA","CE","GOOD",37,"GOOD","R33882",TRUE,"WMEFJ5DA4GK139846",-77.07872,38.94923,2016-11-29 06:40:02,1480430402000
"303 Rittenhouse St NE, Washington, DC 20011, USA","CE","GOOD",48,"GOOD","EZ4273",FALSE,"WMEEJ3BA3EK767476",-77.00224,38.96493,2016-11-17 19:45:02,1479440702000
"5719 Blaine St NE, Washington, DC 20019, USA","CE","GOOD",68,"GOOD","R33885",TRUE,"WMEFJ5DA1GK139173",-76.92,38.89097,2016-12-03 04:05:02,1480766702000
"2936 McKinley St NW, Washington, DC 20015, USA","CE","GOOD",45,"GOOD","EZ4381",FALSE,"WMEEJ3BA0EK772036",-77.06045,38.96489,2016-11-17 13:35:03,1479418503000
"607 21st St NW, Washington, DC 20052","CE","GOOD",100,"GOOD","EU6691",FALSE,"WMEEJ3BA8EK763634",-77.0466,38.89774,2016-11-08 13:40:02,1478641202000
"836-838 Varnum St NW, Washington, DC 20011, USA","CE","GOOD",42,"GOOD","EZ4228",FALSE,"WMEEJ3BA4EK766594",-77.0247,38.94293,2016-12-02 21:10:02,1480741802000
"5007 Astor Pl SE, Washington, DC 20019, USA","CE","GOOD",75,"GOOD","FE7288",FALSE,"WMEEJ3BA5EK774008",-76.92969,38.88727,2016-12-01 02:45:02,1480589102000
"26th Street South, Arlington, 22202","CE","GOOD",96,"GOOD","EZ4367",FALSE,"WMEEJ3BA5EK775269",-77.05093,38.85004,2016-11-28 05:40:02,1480340402000
"900-934 4th St NE, Washington, DC 20002, USA","CE","GOOD",45,"GOOD","EZ4361",FALSE,"WMEEJ3BA6EK773384",-77.00058,38.90177,2016-11-25 05:35:02,1480080902000
"3961-3977 Wilson Blvd, Arlington, VA 22203, USA","CE","GOOD",100,"GOOD","EZ4396",FALSE,"WMEEJ3BA5EK773456",-77.1071,38.88002,2016-11-30 19:05:02,1480561502000
"1301-1307 Levis St NE, Washington, DC 20002, USA","CE","GOOD",100,"GOOD","EK6786",FALSE,"WMEEJ3BA8DK622772",-76.98463,38.90493,2016-11-14 16:15:02,1479168902000
"902 Butternut St NW, Washington, DC 20012, USA","CE","GOOD",24,"GOOD","EW7195",FALSE,"WMEEJ3BAXEK761674",-77.02599,38.97357,2016-11-23 16:30:03,1479947403000
"2401-2499 Douglas St NE, Washington, DC 20018, USA","CE","GOOD",56,"GOOD","R34148",TRUE,"WMEFJ5DA4GK140110",-76.97172,38.92342,2016-12-03 12:00:02,1480795202000
"2021 1st St NW, Washington, DC 20001, USA","CE","GOOD",96,"GOOD","EC0009",FALSE,"WMEEJ3BA9DK625647",-77.01212,38.91759,2016-11-20 06:15:02,1479651302000
"1915 North Harrison Street, Arlington, 22207","CE","GOOD",96,"GOOD","R33879",TRUE,"WMEFJ5DA3GK138803",-77.13234,38.8916,2016-11-10 19:50:02,1478836202000
"1534-1564 S Joyce St, Arlington, VA 22202, USA","CE","GOOD",60,"GOOD","EU6692",FALSE,"WMEEJ3BA7EK762295",-77.06342,38.85991,2016-11-25 14:15:02,1480112102000
"1766 Lyman Pl NE, Washington, DC 20002, USA","CE","GOOD",96,"GOOD","EZ4239",FALSE,"WMEEJ3BA6EK767956",-76.97692,38.90497,2016-11-30 18:15:02,1480558502000
"2615 Randolph St NE, Washington, DC 20018, USA","CE","GOOD",100,"GOOD","EZ4251",FALSE,"WMEEJ3BA1EK762325",-76.96923,38.93776,2016-11-17 22:00:02,1479448802000
"439 15th St SE, Washington, DC 20003, USA","CE","GOOD",100,"GOOD","EZ4228",FALSE,"WMEEJ3BA4EK766594",-76.98369,38.88309,2016-11-18 17:55:02,1479520502000
"1346-1350 Kalmia Rd NW, Washington, DC 20012, USA","CE","GOOD",40,"GOOD","EF6588",TRUE,"WMEFJ5DAXGK139401",-77.03202,38.98486,2016-11-24 21:25:02,1480051502000
"3602 John McCormack Dr NE, Washington, DC 20017, USA","CE","GOOD",66,"GOOD","EU6677",FALSE,"WMEEJ3BA1EK748358",-76.99583,38.93544,2016-11-13 15:55:02,1479081302000
"1361 Oak St NW, Washington, DC 20010, USA","CE","GOOD",100,"GOOD","EZ4262",FALSE,"WMEEJ3BA6EK748677",-77.03195,38.93389,2016-11-14 02:35:02,1479119702000
"4644-4808 Rockwood Pkwy NW, Washington, DC 20016, USA","CE","GOOD",30,"GOOD","EZ4394",FALSE,"WMEEJ3BA6EK776074",-77.09067,38.93452,2016-11-15 14:35:02,1479249302000
"4201 Wilson Blvd, Arlington, VA 22203, USA","CE","GOOD",100,"GOOD","EZ4349",FALSE,"WMEEJ3BA0EK768438",-77.11077,38.87997,2016-12-02 21:40:02,1480743602000
"5924 Arlington Blvd, Arlington, VA 22204, USA","CE","GOOD",69,"GOOD","EU6695",FALSE,"WMEEJ3BA2EK762088",-77.13488,38.86588,2016-11-28 21:15:02,1480396502000
"1255-1269 25th St NW, Washington, DC 20037","CE","GOOD",51,"GOOD","EZ4352",FALSE,"WMEEJ3BA8EK770826",-77.05324,38.90665,2016-11-09 18:55:02,1478746502000
"6622 5th St NW, Washington, DC 20012, USA","CE","GOOD",100,"GOOD","R34048",FALSE,"WMEEJ3BA8EK737776",-77.01994,38.97075,2016-11-28 16:30:02,1480379402000
"3103-3105 Macomb St NW, Washington, DC 20008, USA","CE","GOOD",36,"GOOD","EZ4273",FALSE,"WMEEJ3BA3EK767476",-77.06205,38.93358,2016-11-20 10:25:02,1479666302000
"1601-1699 Florida Ave NW, Washington, DC 20009, USA","CE","GOOD",45,"GOOD","EZ4237",FALSE,"WMEEJ3BA2EK769106",-77.03779,38.91879,2016-11-28 00:35:02,1480322102000
"217 Longfellow St NW, Washington, DC 20011, USA","CE","GOOD",71,"GOOD","EF6556",TRUE,"WMEFJ5DA2GK139392",-77.01466,38.95766,2016-12-01 02:55:03,1480589703000
"1157-1181 Vermont Ave NW, Washington, DC 20005, USA","CE","GOOD",60,"GOOD","EZ4368",FALSE,"WMEEJ3BA6EK775118",-77.03248,38.90462,2016-11-26 15:35:02,1480203302000
"815 18th St S, Arlington, VA 22202, USA","CE","GOOD",31,"GOOD","R33786",TRUE,"WMEFJ5DA9GK139227",-77.06018,38.85713,2016-11-23 02:35:03,1479897303000
"5017 1st St NW, Washington, DC 20011, USA","CE","GOOD",100,"GOOD","EK6765",FALSE,"WMEEJ3BA2DK621035",-77.0121,38.95112,2016-11-11 10:35:03,1478889303000
"The Acadia, Arlington, VA 22202","CE","GOOD",100,"GOOD","EZ4341",FALSE,"WMEEJ3BA5EK767088",-77.05657,38.86236,2016-11-08 10:15:02,1478628902000
"5611 7th St N, Arlington, VA 22205","CE","GOOD",90,"GOOD","R33782",TRUE,"WMEFJ5DA9GK140118",-77.12782,38.87408,2016-11-08 10:35:03,1478630103000
"1312 Q St NW, Washington, DC 20009, USA","CE","GOOD",60,"GOOD","EZ4320",FALSE,"WMEEJ3BA7EK762815",-77.0304,38.91112,2016-11-11 13:05:02,1478898302000
"3833 Fairfax Dr, Arlington, VA 22203, USA","CE","GOOD",37,"GOOD","EP0026",TRUE,"WMEFJ5DA0GK139410",-77.10646,38.88255,2016-11-22 07:05:02,1479827102000
"4711 Reservoir Rd NW, Washington, DC 20007, USA","CE","GOOD",60,"GOOD","EW7151",FALSE,"WMEEJ3BA3EK766814",-77.09016,38.91424,2016-11-28 02:35:02,1480329302000
"3101-3235 Van Ness St NW, Washington, DC 20008, USA","CE","GOOD",84,"GOOD","EU6617",FALSE,"WMEEJ3BA9EK761908",-77.06399,38.94322,2016-11-30 20:15:02,1480565702000
"1501-1599 Portal Dr NW, Washington, MD 20012, USA","CE","GOOD",63,"GOOD","EW7119",FALSE,"WMEEJ3BA1EK769906",-77.03525,38.99081,2016-11-23 21:30:02,1479965402000
"1208 Owen Pl NE, Washington, DC 20002, USA","CE","GOOD",100,"GOOD","EZ4303",FALSE,"WMEEJ3BAXEK757267",-76.98758,38.90588,2016-11-18 13:15:02,1479503702000
"4500-4598 Q St NW, Washington, DC 20007, USA","CE","GOOD",34,"GOOD","EF6567",TRUE,"WMEFJ5DA0GK139245",-77.08605,38.90941,2016-11-14 07:10:02,1479136202000
"3810-3898 Newark St NW, Washington, DC 20016, USA","CE","GOOD",96,"GOOD","EK6771",FALSE,"WMEEJ3BA8DK625431",-77.07665,38.93569,2016-11-29 14:40:03,1480459203000
"1236 Owen Pl NE, Washington, DC 20002, USA","CE","GOOD",60,"GOOD","EW7190",FALSE,"WMEEJ3BA9EK766249",-76.98665,38.90549,2016-12-04 04:45:02,1480855502000
"404 Richardson Pl NW, Washington, DC 20001, USA","CE","GOOD",100,"GOOD","EZ4360",FALSE,"WMEEJ3BA0EK773445",-77.01655,38.91324,2016-12-04 17:05:02,1480899902000
"248 Gallatin St NW, Washington, DC 20011, USA","CE","GOOD",33,"GOOD","R34059",FALSE,"WMEEJ3BA1EK733293",-77.01524,38.95221,2016-11-27 14:00:02,1480284002000
"3843 Macomb St NW, Washington, DC 20016, USA","CE","GOOD",21,"GOOD","R34159",TRUE,"WMEFJ5DA0GK139942",-77.07664,38.93355,2016-11-30 13:45:02,1480542302000
"931 Westminster St NW, Washington, DC 20001, USA","CE","GOOD",60,"GOOD","EZ4390",FALSE,"WMEEJ3BA7EK775130",-77.0252,38.91489,2016-11-13 19:25:02,1479093902000
"1200 S Nash St, Arlington, VA 22202, USA","CE","GOOD",72,"GOOD","EZ9127",FALSE,"WMEEJ3BA8EK772169",-77.06652,38.86384,2016-11-29 11:45:03,1480448703000
"1226 Vermont Ave NW, Washington, DC 20005, USA","CE","GOOD",66,"GOOD","EZ4308",FALSE,"WMEEJ3BA1EK764737",-77.03144,38.90668,2016-11-18 07:15:03,1479482103000
"1624-1630 Crescent Pl NW, Washington, DC 20009","CE","GOOD",63,"GOOD","EZ4286",FALSE,"WMEEJ3BA2EK766450",-77.03826,38.92059,2016-11-10 05:05:02,1478783102000
"3414 29th St NW, Washington, DC 20008, USA","CE","GOOD",75,"GOOD","EW7139",FALSE,"WMEEJ3BAXEK768091",-77.0599,38.93494,2016-11-28 12:45:03,1480365903000
"1-99 5th St NE, Washington, DC 20002, USA","CE","GOOD",66,"GOOD","EZ4309",FALSE,"WMEEJ3BA7EK764919",-76.99945,38.89066,2016-11-16 00:40:03,1479285603000
"4720 Linnean Ave NW, Washington, DC 20008, USA","CE","GOOD",48,"GOOD","EZ4278",FALSE,"WMEEJ3BAXEK768611",-77.05934,38.95155,2016-12-04 06:40:03,1480862403000
"1835 Newton St NW, Washington, DC 20010, USA","CE","GOOD",100,"GOOD","EK6726",FALSE,"WMEEJ3BAXDK623485",-77.04256,38.93418,2016-11-26 20:10:02,1480219802000
"1308 G St NW, Washington, DC 20004, USA","CE","GOOD",36,"GOOD","EZ4356",FALSE,"WMEEJ3BA3EK776551",-77.03047,38.89825,2016-12-01 10:30:03,1480617003000
"90 Webster St NE, Washington, DC 20011","CE","GOOD",84,"GOOD","EZ4399",FALSE,"WMEEJ3BA0EK775857",-77.00624,38.94456,2016-11-09 18:15:02,1478744102000
"526 10th St NE, Washington, DC 20002, USA","CE","GOOD",71,"GOOD","R33646",TRUE,"WMEFJ5DA6GK078080",-76.99267,38.89711,2016-11-11 22:15:02,1478931302000
"1503 Marion St NW, Washington, DC 20001, USA","CE","GOOD",69,"GOOD","EU6691",FALSE,"WMEEJ3BA8EK763634",-77.02091,38.90979,2016-12-01 20:55:02,1480654502000
"3801 39th St NW, Washington, DC 20016, USA","CE","GOOD",69,"GOOD","EZ4283",FALSE,"WMEEJ3BA2EK768988",-77.07807,38.93934,2016-12-01 00:15:02,1480580102000
"1412 22nd St SE, Washington, DC 20020, USA","CE","GOOD",100,"GOOD","R34421",TRUE,"WMEFJ5DA9GK123397",-76.97501,38.87352,2016-11-15 02:00:02,1479204002000
"United States","CE","GOOD",100,"GOOD","EZ4325",FALSE,"WMEEJ3BAXEK762386",-77.01904,38.92949,2016-11-10 04:00:02,1478779202000
"1351 Maryland Ave NE, Washington, DC 20002, USA","CE","GOOD",100,"GOOD","EZ9133",FALSE,"WMEEJ3BA0EK773588",-76.98669,38.89848,2016-11-23 22:40:03,1479969603000
"5208 45th St NW, Washington, DC 20015, USA","CE","GOOD",37,"GOOD","R33646",TRUE,"WMEFJ5DA6GK078080",-77.08873,38.9575,2016-11-21 07:40:02,1479742802000
"1776 K St NW, Washington, DC 20006, USA","CE","GOOD",100,"GOOD","EW7116",FALSE,"WMEEJ3BA5EK761226",-77.04111,38.90237,2016-11-16 05:35:02,1479303302000
"419 W St NE, Washington, DC 20002, USA","CE","GOOD",39,"GOOD","R33753",FALSE,"WMEEJ3BA9EK734742",-76.99976,38.91914,2016-11-13 05:15:03,1479042903000
"1215 N Fort Myer Dr, Arlington, VA 22209, USA","CE","GOOD",100,"GOOD","R34019",FALSE,"WMEEJ3BA7EK735520",-77.07493,38.88889,2016-11-23 13:10:03,1479935403000
"1234 Simms Pl NE, Washington, DC 20002, USA","CE","GOOD",100,"GOOD","EZ4283",FALSE,"WMEEJ3BA2EK768988",-76.98412,38.90916,2016-11-17 05:10:02,1479388202000
"6614 Eastern Ave, Washington, DC 20012, USA","CE","GOOD",57,"GOOD","EZ4287",FALSE,"WMEEJ3BA8EK766601",-77.00883,38.97063,2016-11-17 13:15:02,1479417302000
"3221-3233 Walbridge Pl NW, Washington, DC 20010, USA","CE","GOOD",57,"GOOD","EU6670",FALSE,"WMEEJ3BA6EK752955",-77.04536,38.9321,2016-11-12 23:20:02,1479021602000
"2920-2998 Arlington Blvd, Arlington, VA 22204","CE","GOOD",78,"GOOD","R33795",TRUE,"WMEFJ5DA6GK139718",-77.09053,38.87312,2016-11-09 15:10:02,1478733002000
"5040 Astor Pl SE, Washington, DC 20019, USA","CE","GOOD",87,"GOOD","FB2286",TRUE,"WMEFJ5DA7GK139436",-76.92886,38.88722,2016-11-16 12:00:02,1479326402000
"720 16th St NE, Washington, DC 20002, USA","CE","GOOD",34,"GOOD","EC6576",TRUE,"WMEFJ5DA7GK126105",-76.98167,38.89937,2016-11-22 02:35:03,1479810903000
"3195-3319 Banneker Dr NE, Washington, DC 20018, USA","CE","GOOD",50,"GOOD","R34437",TRUE,"WMEFJ5DA1GK127542",-76.96149,38.92613,2016-12-04 04:35:02,1480854902000
"1002 4th St NE, Washington, DC 20002, USA","CE","GOOD",100,"GOOD","R34076",FALSE,"WMEEJ3BA0EK734581",-77.00061,38.90274,2016-11-23 21:45:02,1479966302000
"1839 Ontario Pl NW, Washington, DC 20009, USA","CE","GOOD",100,"GOOD","EU6690",FALSE,"WMEEJ3BA0EK764289",-77.04345,38.9249,2016-11-26 07:35:02,1480174502000
"41-99 Evarts St NE, Washington, DC 20002, USA","CE","GOOD",100,"GOOD","R34051",FALSE,"WMEEJ3BA6EK733726",-77.00809,38.92449,2016-11-21 01:45:02,1479721502000
"1248 Florida Ave NW, Washington, DC 20009, USA","CE","GOOD",78,"GOOD","EZ4210",FALSE,"WMEEJ3BA6EK749411",-77.02909,38.9206,2016-11-17 15:30:03,1479425403000
