"address","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","lon","lat","date","time_mil"
"3801 39th St NW, Washington, DC 20016, USA","CE","GOOD",50,"GOOD","EF6575",TRUE,"WMEFJ5DA3GK137991",-77.07801,38.93929,2016-11-22 23:10:03,1479885003000
"2924 28th St NW, Washington, DC 20008, USA","CE","GOOD",30,"GOOD","EZ4350",FALSE,"WMEEJ3BA9EK767630",-77.05696,38.92941,2016-11-27 03:00:02,1480244402000
"5033 V St NW, Washington, DC 20007, USA","CE","GOOD",25,"GOOD","R34429",TRUE,"WMEFJ5DA5GK125664",-77.09844,38.91705,2016-11-30 23:55:02,1480578902000
"4301-4399 Garrison St NW, Washington, MD 20016, USA","CE","GOOD",100,"GOOD","R33758",FALSE,"WMEEJ3BA7EK734190",-77.08502,38.95601,2016-11-15 06:15:02,1479219302000
"1882 Monroe St NW, Washington, DC 20010","CE","GOOD",36,"GOOD","R34023",FALSE,"WMEEJ3BA8EK736370",-77.04391,38.93328,2016-11-09 21:55:03,1478757303000
"5420 27th St NW, Washington, DC 20015, USA","CE","GOOD",28,"GOOD","R34319",TRUE,"WMEFJ5DA7GK140134",-77.05625,38.96162,2016-11-14 09:55:02,1479146102000
"1873-1881 N Highland St, Arlington, VA 22201, USA","CE","GOOD",51,"GOOD","EZ4336",FALSE,"WMEEJ3BA7EK768825",-77.0943,38.89407,2016-11-14 00:00:02,1479110402000
"4828 27th Pl N, Arlington, VA 22207","CE","GOOD",100,"GOOD","R34321",TRUE,"WMEFJ5DA8GK127828",-77.13107,38.90406,2016-11-08 16:10:02,1478650202000
"6645 Georgia Ave NW, Washington, DC 20012, USA","CE","GOOD",48,"GOOD","EZ9136",FALSE,"WMEEJ3BA7EK775094",-77.02709,38.97121,2016-11-19 10:35:02,1479580502000
"2642 N Pershing Dr, Arlington, VA 22201","CE","GOOD",75,"GOOD","EW7157",FALSE,"WMEEJ3BA7EK764614",-77.09004,38.88077,2016-11-10 09:05:02,1478797502000
"7135 Piney Branch Rd NW, Washington, DC 20012, USA","CE","GOOD",90,"GOOD","R34063",FALSE,"WMEEJ3BA5EK733183",-77.01974,38.97748,2016-12-04 03:10:02,1480849802000
"1901-1931 N Sycamore St, Arlington, VA 22205, USA","CE","GOOD",66,"GOOD","EW7144",FALSE,"WMEEJ3BA0EK768035",-77.15611,38.88525,2016-12-02 09:05:02,1480698302000
"5011 14th St NW, Washington, DC 20011","CE","GOOD",53,"GOOD","R34441",TRUE,"WMEFJ5DA0GK123255",-77.03334,38.95116,2016-11-08 16:40:02,1478652002000
"1205-1207 Queen St NE, Washington, DC 20002","CE","GOOD",100,"GOOD","EK6759",FALSE,"WMEEJ3BA7DK626019",-76.98689,38.90693,2016-11-08 13:30:02,1478640602000
"900-998 Tuckerman St NW, Washington, DC 20011, USA","CE","GOOD",100,"GOOD","EW7120",FALSE,"WMEEJ3BA0EK772568",-77.02693,38.96723,2016-11-25 13:35:02,1480109702000
"450 Taylor St NE, Washington, DC 20017, USA","CE","GOOD",57,"GOOD","R34071",FALSE,"WMEEJ3BA7EK733069",-77.00161,38.94194,2016-11-14 00:15:02,1479111302000
"201-263 Allison St NW, Washington, DC 20011, USA","CE","GOOD",87,"GOOD","EN9948",TRUE,"WMEFJ5DA6GK123342",-77.01506,38.94545,2016-11-27 03:25:02,1480245902000
"6896 Laurel St NW, Washington, DC 20012, USA","CE","GOOD",40,"GOOD","R34443",TRUE,"WMEFJ5DAXGK123683",-77.01303,38.97374,2016-11-25 22:20:03,1480141203000
"1500-1574 S Hayes St, Arlington, VA 22202, USA","CE","GOOD",33,"GOOD","EW7163",FALSE,"WMEEJ3BAXEK748634",-77.05977,38.85946,2016-12-02 21:10:02,1480741802000
"3355 Frankford St SE, Washington, DC 20020, USA","CE","GOOD",100,"GOOD","R34056",FALSE,"WMEEJ3BA3EK733599",-76.95913,38.85642,2016-11-25 16:00:02,1480118402000
"2519-2579 Arlington Blvd, Arlington, VA 22201, USA","CE","GOOD",21,"GOOD","EZ4360",FALSE,"WMEEJ3BA0EK773445",-77.0867,38.87445,2016-11-25 01:45:02,1480067102000
"1601-1781 39th St NW, Washington, DC 20007, USA","CE","GOOD",65,"GOOD","EC6549",TRUE,"WMEFJ5DA6GK138990",-77.07555,38.91366,2016-11-29 07:05:02,1480431902000
"2118 3rd St NE, Washington, DC 20002, USA","CE","GOOD",68,"GOOD","EC6556",TRUE,"WMEFJ5DA7GK139792",-77.00207,38.91864,2016-11-15 04:05:02,1479211502000
"3013 Beech St NW, Washington, DC 20015, USA","CE","GOOD",43,"GOOD","EP0411",TRUE,"WMEFJ5DA3GK138915",-77.05327,38.97718,2016-11-23 11:10:02,1479928202000
"2066-2074 15th St N, Arlington, VA 22201, USA","CE","GOOD",36,"GOOD","FB7690",FALSE,"WMEEJ3BA0EK771873",-77.08422,38.89078,2016-11-29 15:40:02,1480462802000
"125 Bates St NW, Washington, DC 20001","CE","GOOD",68,"GOOD","R34433",TRUE,"WMEFJ5DA2GK140526",-77.01307,38.91038,2016-11-08 17:10:02,1478653802000
"1401-1543 Fairfax Dr, Arlington, VA 22209, USA","CE","GOOD",100,"GOOD","EU6640",FALSE,"WMEEJ3BA9EK766588",-77.07243,38.89292,2016-11-11 23:40:02,1478936402000
"2005-2033 Wilson Blvd, Arlington, VA 22201","CE","GOOD",100,"GOOD","EW7124",FALSE,"WMEEJ3BA5EK768533",-77.08271,38.89227,2016-11-08 14:10:02,1478643002000
"2300 Decatur Pl NW, Washington, DC 20008, USA","CE","GOOD",100,"GOOD","EU6666",FALSE,"WMEEJ3BA0EK748867",-77.05058,38.91332,2016-11-12 16:05:03,1478995503000
"315 S Garfield St, Arlington, VA 22204, USA","CE","GOOD",69,"GOOD","EU6680",FALSE,"WMEEJ3BA0EK748318",-77.08991,38.86934,2016-11-30 11:10:03,1480533003000
"2822 Arizona Terrace NW, Washington, DC 20016, USA","CE","GOOD",60,"GOOD","EU6700",FALSE,"WMEEJ3BA1EK762423",-77.1034,38.92854,2016-12-04 20:55:02,1480913702000
"2467 Sherman Ave NW, Washington, DC 20001, USA","CE","GOOD",78,"GOOD","R33880",TRUE,"WMEFJ5DA8GK139221",-77.02529,38.92266,2016-11-18 14:55:03,1479509703000
"3501-3647 Ely Pl SE, Washington, DC 20019, USA","CE","GOOD",21,"GOOD","EU6683",FALSE,"WMEEJ3BA5EK762649",-76.95447,38.88368,2016-11-28 23:40:02,1480405202000
"1009 N Kensington St, Arlington, VA 22205, USA","CE","GOOD",90,"GOOD","EU6700",FALSE,"WMEEJ3BA1EK762423",-77.13289,38.88059,2016-11-28 00:15:02,1480320902000
"5823 Sherier Pl NW, Washington, DC 20016, USA","CE","GOOD",39,"GOOD","EU6706",FALSE,"WMEEJ3BA6EK762935",-77.11221,38.93481,2016-11-15 05:35:02,1479216902000
"5801-5901 9th St NW, Washington, DC 20011, USA","CE","GOOD",100,"GOOD","R33751",FALSE,"WMEEJ3BA3EK734770",-77.02593,38.96125,2016-11-10 15:00:02,1478818802000
"35th Street South, Arlington, VA 22202","CE","GOOD",60,"GOOD","EK6791",FALSE,"WMEEJ3BA1DK618806",-77.05081,38.84424,2016-11-11 06:45:02,1478875502000
"6217 2nd St NW, Washington, DC 20011, USA","CE","GOOD",37,"GOOD","R34337",TRUE,"WMEFJ5DA2GK139974",-77.01362,38.9656,2016-11-24 10:25:03,1480011903000
"4300 Wilson Blvd, Arlington, VA 22203, USA","CE","GOOD",84,"GOOD","EZ4366",FALSE,"WMEEJ3BA0EK776460",-77.11266,38.88003,2016-11-15 08:45:02,1479228302000
"3247 38th St NW, Washington, DC 20016, USA","CE","GOOD",81,"GOOD","R34320",TRUE,"WMEFJ5DA8GK124377",-77.07397,38.93329,2016-11-16 04:25:02,1479299102000
"700-704 A St SE, Washington, DC 20003, USA","CE","GOOD",100,"GOOD","EK6735",FALSE,"WMEEJ3BA2DK619429",-76.99596,38.88869,2016-11-27 08:25:02,1480263902000
"1300-1398 1st St NW, Washington, DC 20001","CE","GOOD",45,"GOOD","EZ4380",FALSE,"WMEEJ3BA2EK771910",-77.01218,38.9084,2016-11-09 19:30:02,1478748602000
"119 Peabody St NW, Washington, DC 20011, USA","CE","GOOD",100,"GOOD","EU6630",FALSE,"WMEEJ3BA1EK763863",-77.01201,38.96278,2016-11-27 07:30:03,1480260603000
"1200-1398 Delaware Ave SW, Washington, DC 20024, USA","CE","GOOD",75,"GOOD","EC6536",TRUE,"WMEFJ5DAXGK139365",-77.0144,38.87455,2016-11-10 21:55:02,1478843702000
"71 Gallatin St NW, Washington, DC 20011, USA","CE","GOOD",100,"GOOD","EU6676",FALSE,"WMEEJ3BA4EK748581",-77.01162,38.95234,2016-11-17 00:20:03,1479370803000
"2760 Devonshire Pl NW, Washington, DC 20008, USA","CE","GOOD",37,"GOOD","EP0026",TRUE,"WMEFJ5DA0GK139410",-77.05798,38.93104,2016-11-13 23:20:03,1479108003000
"4000 Van Ness Street Northwest, Washington, 20016","CE","GOOD",42,"GOOD","EU6631",FALSE,"WMEEJ3BA3EK766361",-77.07954,38.94202,2016-12-01 13:15:03,1480626903000
"2-230 Oglethorpe St NW, Washington, DC 20011, USA","CE","GOOD",36,"GOOD","EZ4307",FALSE,"WMEEJ3BA9EK763917",-77.01408,38.96129,2016-11-24 23:25:02,1480058702000
"2704 25th St N, Arlington, VA 22207, USA","CE","GOOD",62,"GOOD","R34419",TRUE,"WMEFJ5DA9GK124260",-77.09419,38.90233,2016-11-24 14:40:02,1480027202000
"2316 17th St NW, Washington, DC 20009, USA","CE","GOOD",100,"GOOD","EU6681",FALSE,"WMEEJ3BA4EK748337",-77.03886,38.92074,2016-11-13 04:45:02,1479041102000
"1516 Portal Dr NW, Washington, DC 20012, USA","CE","GOOD",60,"GOOD","R33755",FALSE,"WMEEJ3BA0EK734368",-77.03554,38.9906,2016-11-25 07:10:02,1480086602000
"312 S Highland St, Arlington, VA 22204, USA","CE","GOOD",100,"GOOD","EZ4370",FALSE,"WMEEJ3BA5EK772758",-77.09087,38.86907,2016-11-11 05:00:03,1478869203000
"4720 Linnean Ave NW, Washington, DC 20008, USA","CE","GOOD",48,"GOOD","EZ4278",FALSE,"WMEEJ3BAXEK768611",-77.05934,38.95155,2016-12-04 12:45:02,1480884302000
"1943-2001 23rd St NW, Washington, DC 20008","CE","GOOD",81,"GOOD","EU6675",FALSE,"WMEEJ3BA8EK753167",-77.05059,38.91695,2016-11-08 20:40:03,1478666403000
"2301-2399 N St NW, Washington, DC 20037, USA","CE","GOOD",100,"GOOD","EZ9132",FALSE,"WMEEJ3BA1EK775575",-77.05119,38.90735,2016-11-17 12:00:02,1479412802000
"3007-3031 Sedgwick St NW, Washington, DC 20008, USA","CE","GOOD",15,"GOOD","R34433",TRUE,"WMEFJ5DA2GK140526",-77.06157,38.93951,2016-11-20 14:25:02,1479680702000
"1125 K St NW, Washington, DC 20005, USA","CE","GOOD",42,"GOOD","R34004",FALSE,"WMEEJ3BA0EK733950",-77.03505,38.90249,2016-11-27 14:45:02,1480286702000
"1814 C St SE, Washington, DC 20003, USA","CE","GOOD",30,"GOOD","EZ4358",FALSE,"WMEEJ3BAXEK775199",-76.97826,38.8854,2016-11-13 14:30:02,1479076202000
"5201-5299 44th St NW, Washington, MD 20016, USA","CE","GOOD",39,"GOOD","R34007",FALSE,"WMEEJ3BA9EK733848",-77.08625,38.95791,2016-11-24 02:20:03,1479982803000
"1008 Taylor St NE, Washington, DC 20017","CE","GOOD",100,"GOOD","EU6641",FALSE,"WMEEJ3BA3EK761516",-76.99112,38.94077,2016-11-09 02:55:02,1478688902000
"4501 Dexter St NW, Washington, DC 20007, USA","CE","GOOD",30,"GOOD","EK6774",FALSE,"WMEEJ3BA3DK621352",-77.08754,38.9248,2016-11-12 08:45:02,1478969102000
"3307-3401 Q St NW, Washington, DC 20007, USA","CE","GOOD",90,"GOOD","EZ4309",FALSE,"WMEEJ3BA7EK764919",-77.06753,38.91078,2016-11-10 23:45:02,1478850302000
"4121 13th Pl NE, Washington, DC 20017, USA","CE","GOOD",90,"GOOD","EZ4264",FALSE,"WMEEJ3BA5EK748279",-76.98709,38.94051,2016-11-18 12:35:02,1479501302000
"3421 Eads St NE, Washington, DC 20019, USA","CE","GOOD",75,"GOOD","R34055",FALSE,"WMEEJ3BA2EK733643",-76.95662,38.8955,2016-11-19 01:20:02,1479547202000
"2804 Buena Vista Terrace SE, Washington, DC 20020, USA","CE","GOOD",25,"GOOD","EC6558",TRUE,"WMEFJ5DA9GK126137",-76.96773,38.85608,2016-11-29 03:15:02,1480418102000
"1300 Emerald St NE, Washington, DC 20002, USA","CE","GOOD",57,"GOOD","EZ4226",FALSE,"WMEEJ3BA8EK762953",-76.98807,38.89672,2016-11-26 18:45:02,1480214702000
"3910-3974 Watson Pl NW, Washington, DC 20016, USA","CE","GOOD",100,"GOOD","R34019",FALSE,"WMEEJ3BA7EK735520",-77.07839,38.92683,2016-11-22 04:35:02,1479818102000
"4121 4th St NW, Washington, DC 20011, USA","CE","GOOD",56,"GOOD","R33888",TRUE,"WMEFJ5DA0GK138998",-77.01703,38.94123,2016-11-10 18:45:02,1478832302000
"1372-1398 Webster St NE, Washington, MD 20017","CE","GOOD",31,"GOOD","R33784",TRUE,"WMEFJ5DA9GK139812",-76.98606,38.94426,2016-11-09 18:35:03,1478745303000
"126 Taussig Pl NE, Washington, DC 20011, USA","CE","GOOD",56,"GOOD","R34150",TRUE,"WMEFJ5DA4GK141855",-77.0049,38.94152,2016-11-21 00:35:03,1479717303000
"117-177 G St SW, Washington, DC 20024, USA","CE","GOOD",87,"GOOD","R34008",FALSE,"WMEEJ3BA4EK733806",-77.01302,38.88134,2016-11-16 19:15:02,1479352502000
"2100-2116 13th St SE, Washington, DC 20020, USA","CE","GOOD",100,"GOOD","EZ4248",FALSE,"WMEEJ3BA4EK766918",-76.98758,38.86526,2016-11-19 03:25:02,1479554702000
"4098 Benton St NW, Washington, DC 20007, USA","CE","GOOD",57,"GOOD","EW7127",FALSE,"WMEEJ3BA1EK766570",-77.0808,38.92107,2016-12-02 02:10:04,1480673404000
"1672 21st St N, Arlington, VA 22209, USA","CE","GOOD",46,"GOOD","R34322",TRUE,"WMEFJ5DA8GK139963",-77.07893,38.89869,2016-11-27 13:10:02,1480281002000
"1903 Randolph St NE, Washington, DC 20018, USA","CE","GOOD",90,"GOOD","EF6526",TRUE,"WMEFJ5DA6GK139136",-76.97804,38.93828,2016-11-26 15:50:02,1480204202000
"801-807 Decatur St NE, Washington, DC 20017, USA","CE","GOOD",12,"GOOD","R33758",FALSE,"WMEEJ3BA7EK734190",-76.99449,38.94823,2016-12-04 19:00:02,1480906802000
"306 Evarts St NE, Washington, DC 20002, USA","CE","GOOD",56,"GOOD","EC6532",TRUE,"WMEFJ5DA9GK125490",-77.00154,38.92458,2016-12-04 20:25:02,1480911902000
"1216 Underwood St NW, Washington, DC 20012, USA","CE","GOOD",100,"GOOD","EZ4260",FALSE,"WMEEJ3BA6EK748470",-77.02812,38.96896,2016-11-28 16:40:02,1480380002000
"35th St S, Arlington, 22202","CE","GOOD",60,"GOOD","EK6791",FALSE,"WMEEJ3BA1DK618806",-77.0508,38.84428,2016-11-13 14:10:02,1479075002000
"1529 25th St SE, Washington, DC 20020, USA","CE","GOOD",75,"GOOD","EZ4304",FALSE,"WMEEJ3BA2EK766805",-76.97098,38.87182,2016-12-04 11:10:03,1480878603000
"81-95 Potomac Ave SE, Washington, DC 20003, USA","CE","GOOD",53,"GOOD","EC6560",TRUE,"WMEFJ5DA7GK139775",-77.0068,38.87158,2016-11-11 09:15:02,1478884502000
"3227 Northampton St NW, Washington, DC 20015, USA","CE","GOOD",31,"GOOD","R34439",TRUE,"WMEFJ5DA1GK124057",-77.06618,38.96583,2016-11-30 16:30:02,1480552202000
"4120 Van Ness Street Northwest, Washington, 20016","CE","GOOD",100,"GOOD","EZ9115",FALSE,"WMEEJ3BA5EK771545",-77.07986,38.94167,2016-11-24 21:30:02,1480051802000
"1402 K St SE, Washington, DC 20003, USA","CE","GOOD",63,"GOOD","EK6780",FALSE,"WMEEJ3BA4DK625975",-76.9853,38.87844,2016-11-27 17:55:02,1480298102000
"2508 N Quebec St, Arlington, VA 22207, USA","CE","GOOD",100,"GOOD","EU6645",FALSE,"WMEEJ3BA9EK768003",-77.10531,38.90565,2016-12-02 22:20:02,1480746002000
"315 W St NE, Washington, DC 20002, USA","CE","GOOD",33,"GOOD","EZ4297",FALSE,"WMEEJ3BA8EK753850",-77.00137,38.91915,2016-11-13 17:30:02,1479087002000
"2040 Belmont Rd NW, Washington, DC 20009","CE","GOOD",96,"GOOD","EZ4273",FALSE,"WMEEJ3BA3EK767476",-77.04855,38.91998,2016-11-09 18:05:02,1478743502000
"912 N Wayne St, Arlington, VA 22201, USA","CE","GOOD",40,"GOOD","EF6584",TRUE,"WMEFJ5DA2GK138985",-77.08622,38.88387,2016-11-29 06:05:03,1480428303000
"United States","CE","GOOD",87,"GOOD","R34056",FALSE,"WMEEJ3BA3EK733599",-77.15745,38.88532,2016-11-10 15:50:02,1478821802000
"3206 11th Pl SE, Washington, DC 20032, USA","CE","GOOD",9,"GOOD","EF6556",TRUE,"WMEFJ5DA2GK139392",-76.99153,38.84363,2016-11-17 22:05:02,1479449102000
"1870 Newton St NW, Washington, DC 20010, USA","CE","GOOD",63,"GOOD","EZ4209",FALSE,"WMEEJ3BA5EK761811",-77.04336,38.93414,2016-12-04 20:50:02,1480913402000
"4112 Illinois Ave NW, Washington, DC 20011, USA","CE","GOOD",100,"GOOD","EZ4318",FALSE,"WMEEJ3BA5EK763655",-77.01839,38.94165,2016-11-17 00:45:02,1479372302000
"1419 D St NE, Washington, DC 20002, USA","CE","GOOD",34,"GOOD","R33798",TRUE,"WMEFJ5DA6GK125530",-76.98469,38.89478,2016-11-22 00:45:03,1479804303000
"1623-1625 E St SE, Washington, DC 20003","CE","GOOD",90,"GOOD","EZ9118",FALSE,"WMEEJ3BA9EK774139",-76.98141,38.88284,2016-11-08 23:10:02,1478675402000
"1405 Otis St NE, Washington, DC 20017, USA","CE","GOOD",100,"GOOD","EK6778",FALSE,"WMEEJ3BA6DK621264",-76.9861,38.93474,2016-11-17 23:10:02,1479453002000
"5122 Fulton St NW, Washington, DC 20016, USA","CE","GOOD",45,"GOOD","EZ4276",FALSE,"WMEEJ3BA2EK771289",-77.10113,38.92608,2016-11-13 17:55:02,1479088502000
"637 Orleans Pl NE, Washington, DC 20002","CE","GOOD",100,"GOOD","EU6641",FALSE,"WMEEJ3BA3EK761516",-76.99709,38.90495,2016-11-08 19:10:02,1478661002000
"5829 Nebraska Ave NW, Washington, DC 20015, USA","CE","GOOD",100,"GOOD","EZ4312",FALSE,"WMEEJ3BA5EK766328",-77.06009,38.96746,2016-11-19 06:55:02,1479567302000
"18 10th St NE, Washington, DC 20002","CE","GOOD",100,"GOOD","EZ9136",FALSE,"WMEEJ3BA7EK775094",-76.99269,38.8906,2016-11-09 12:35:02,1478723702000
"818 Allison St NW, Washington, DC 20011, USA","CE","GOOD",75,"GOOD","EK6745",FALSE,"WMEEJ3BA5DK620929",-77.02426,38.94511,2016-11-14 03:05:02,1479121502000
"100 F St NE, Washington, DC 20002, USA","CE","GOOD",65,"GOOD","EP0253",TRUE,"WMEFJ5DAXGK124218",-77.00437,38.89732,2016-11-11 07:20:03,1478877603000
"17-21 5th St SE, Washington, DC 20003, USA","CE","GOOD",30,"GOOD","R34006",FALSE,"WMEEJ3BAXEK733924",-76.99953,38.88913,2016-11-20 15:30:03,1479684603000
"1430-1498 Key Blvd, Arlington, VA 22209, USA","CE","GOOD",69,"GOOD","EU6646",FALSE,"WMEEJ3BA4EK761900",-77.0738,38.89634,2016-11-26 21:00:02,1480222802000
"2334-2568 Sherman Ave NW, Washington, DC 20001, USA","CE","GOOD",59,"GOOD","R33879",TRUE,"WMEFJ5DA3GK138803",-77.02547,38.92277,2016-12-03 19:15:03,1480821303000
"3001-3019 Idaho Ave NW, Washington, DC 20016, USA","CE","GOOD",30,"GOOD","EZ4285",FALSE,"WMEEJ3BAXEK768902",-77.07836,38.92973,2016-11-14 02:55:02,1479120902000
"1605 N Portal Dr NW, Washington, DC 20012, USA","CE","GOOD",24,"GOOD","EZ4297",FALSE,"WMEEJ3BA8EK753850",-77.0368,38.99203,2016-11-28 10:55:02,1480359302000
"43 N Oakland St, Arlington, VA 22203, USA","CE","GOOD",100,"GOOD","EZ4267",FALSE,"WMEEJ3BA5EK752915",-77.10101,38.87234,2016-12-03 02:30:03,1480761003000
"312 N Piedmont St, Arlington, VA 22203, USA","CE","GOOD",39,"GOOD","EZ4294",FALSE,"WMEEJ3BA0EK762235",-77.10464,38.87498,2016-11-13 18:30:02,1479090602000
"3308 Gainesville St SE, Washington, DC 20020, USA","CE","GOOD",31,"GOOD","R33788",TRUE,"WMEFJ5DA9GK125764",-76.9589,38.85541,2016-12-04 12:50:02,1480884602000
"4211 Harrison St NW, Washington, DC 20015, USA","CE","GOOD",69,"GOOD","EZ9123",FALSE,"WMEEJ3BAXEK772822",-77.08361,38.95706,2016-11-16 16:50:02,1479343802000
"1120 K St NE, Washington, DC 20002, USA","CE","GOOD",43,"GOOD","EC6503",TRUE,"WMEFJ5DA5GK137927",-76.99086,38.90257,2016-12-02 20:10:02,1480738202000
"4528-4532 Alton Pl NW, Washington, DC 20016, USA","CE","GOOD",43,"GOOD","EC6538",TRUE,"WMEFJ5DA6GK126158",-77.08995,38.94707,2016-11-12 03:45:02,1478951102000
"1500 Otis St NE, Washington, DC 20017","CE","GOOD",65,"GOOD","R33882",TRUE,"WMEFJ5DA4GK139846",-76.98433,38.93486,2016-11-09 13:45:02,1478727902000
"451 M St NW, Washington, DC 20001, USA","CE","GOOD",63,"GOOD","EU6642",FALSE,"WMEEJ3BA4EK763811",-77.01789,38.9057,2016-11-13 23:50:02,1479109802000
"2254 12th St NW, Washington, DC 20009, USA","CE","GOOD",53,"GOOD","R34420",TRUE,"WMEFJ5DA9GK123545",-77.02814,38.92053,2016-11-19 00:30:02,1479544202000
"3923-3935 Macomb St NW, Washington, DC 20016","CE","GOOD",40,"GOOD","EC6566",TRUE,"WMEFJ5DA1GK140291",-77.07772,38.93348,2016-11-09 13:30:02,1478727002000
"578-598 25th Pl NE, Washington, DC 20002, USA","CE","UNACCEPTABLE",100,"UNACCEPTABLE","R33748",FALSE,"WMEEJ3BA4EK734955",-76.97132,38.89765,2016-11-30 04:30:02,1480509002000
"3400-3498 Mt Pleasant St NW, Washington, DC 20010","CE","GOOD",30,"GOOD","EZ4359",FALSE,"WMEEJ3BA8EK775864",-77.03998,38.93536,2016-11-09 03:40:03,1478691603000
"826 51st St SE, Washington, DC 20019, USA","CE","GOOD",50,"GOOD","R34419",TRUE,"WMEFJ5DA9GK124260",-76.93003,38.87773,2016-11-30 08:25:03,1480523103000
"5828-5866 Colorado Ave NW, Washington, DC 20011, USA","CE","GOOD",50,"GOOD","EF6517",TRUE,"WMEFJ5DA7GK123866",-77.0288,38.96088,2016-11-13 00:10:02,1479024602000
"926 11th St NW, Washington, DC 20001, USA","CE","GOOD",24,"GOOD","EW7147",FALSE,"WMEEJ3BA8EK767571",-77.02709,38.90218,2016-12-02 09:45:02,1480700702000
"754-760 I St NW, Washington, DC 20001, USA","CE","GOOD",68,"GOOD","EC6568",TRUE,"WMEFJ5DA7GK125343",-77.02247,38.90084,2016-11-22 12:30:02,1479846602000
"1216 H St NE, Washington, DC 20002","CE","GOOD",100,"GOOD","R34063",FALSE,"WMEEJ3BA5EK733183",-76.98947,38.90026,2016-11-08 11:40:02,1478634002000
"140-150 S St NW, Washington, DC 20001, USA","CE","GOOD",100,"GOOD","EU6636",FALSE,"WMEEJ3BA3EK763489",-77.01373,38.91406,2016-11-23 13:05:02,1479935102000
"800-900 Varnum St NE, Washington, DC 20017, USA","CE","GOOD",66,"GOOD","EZ4398",FALSE,"WMEEJ3BAXEK776255",-76.99354,38.94275,2016-12-03 01:55:02,1480758902000
